Gene stable ID	Gene stable ID version	Mouse gene stable ID	Mouse gene name	Gene name	Mouse homology type
ENSG00000240771	ENSG00000240771.8	ENSMUSG00000019467	Arhgef25	ARHGEF25	ortholog_one2one
ENSG00000167994	ENSG00000167994.13	ENSMUSG00000024663	Rab3il1	RAB3IL1	ortholog_one2one
ENSG00000169740	ENSG00000169740.14	ENSMUSG00000059689	Zfp637	ZNF32	ortholog_one2one
ENSG00000186628	ENSG00000186628.12	ENSMUSG00000038663	Fsd2	FSD2	ortholog_one2one
ENSG00000243660	ENSG00000243660.12			ZNF487	
ENSG00000131069	ENSG00000131069.20	ENSMUSG00000027605	Acss2	ACSS2	ortholog_one2one
ENSG00000196150	ENSG00000196150.14	ENSMUSG00000054967	Zfp647	ZNF250	ortholog_one2one
ENSG00000164188	ENSG00000164188.9	ENSMUSG00000048424	Ranbp3l	RANBP3L	ortholog_one2one
ENSG00000182809	ENSG00000182809.11	ENSMUSG00000006356	Crip2	CRIP2	ortholog_one2one
ENSG00000102104	ENSG00000102104.9	ENSMUSG00000031293	Rs1	RS1	ortholog_one2one
ENSG00000107443	ENSG00000107443.16	ENSMUSG00000025010	Ccnj	CCNJ	ortholog_one2one
ENSG00000003249	ENSG00000003249.15	ENSMUSG00000031970	Dbndd1	DBNDD1	ortholog_one2one
ENSG00000237221	ENSG00000237221.1			PPEF1-AS1	
ENSG00000237836	ENSG00000237836.6			PHKA2-AS1	
ENSG00000044446	ENSG00000044446.12	ENSMUSG00000031295	Phka2	PHKA2	ortholog_one2one
ENSG00000124920	ENSG00000124920.14	ENSMUSG00000036098	Myrf	MYRF	ortholog_one2one
ENSG00000180644	ENSG00000180644.8	ENSMUSG00000037202	Prf1	PRF1	ortholog_one2one
ENSG00000156232	ENSG00000156232.7	ENSMUSG00000045795	Whamm	WHAMM	ortholog_one2one
ENSG00000225822	ENSG00000225822.4			UBXN7-AS1	
ENSG00000163961	ENSG00000163961.4	ENSMUSG00000014074	Rnf168	RNF168	ortholog_one2one
ENSG00000166192	ENSG00000166192.15	ENSMUSG00000051705	Senp8	SENP8	ortholog_one2one
ENSG00000135454	ENSG00000135454.14	ENSMUSG00000006731	B4galnt1	B4GALNT1	ortholog_one2one
ENSG00000152503	ENSG00000152503.10	ENSMUSG00000033949	Trim36	TRIM36	ortholog_one2one
ENSG00000138316	ENSG00000138316.11	ENSMUSG00000059901	Adamts14	ADAMTS14	ortholog_one2one
ENSG00000070915	ENSG00000070915.10	ENSMUSG00000031766	Slc12a3	SLC12A3	ortholog_one2one
ENSG00000163958	ENSG00000163958.14	ENSMUSG00000052363	Zdhhc19	ZDHHC19	ortholog_one2one
ENSG00000101945	ENSG00000101945.17	ENSMUSG00000039231	Suv39h1	SUV39H1	ortholog_one2one
ENSG00000104973	ENSG00000104973.19	ENSMUSG00000002968	Med25	MED25	ortholog_one2one
ENSG00000171433	ENSG00000171433.12	ENSMUSG00000031163	Glod5	GLOD5	ortholog_one2one
ENSG00000170631	ENSG00000170631.15			ZNF16	
ENSG00000163900	ENSG00000163900.11			TMEM41A	
ENSG00000102109	ENSG00000102109.9	ENSMUSG00000039278	Pcsk1n	PCSK1N	ortholog_one2one
ENSG00000175497	ENSG00000175497.17	ENSMUSG00000036815	Dpp10	DPP10	ortholog_one2one
ENSG00000166228	ENSG00000166228.9	ENSMUSG00000020098	Pcbd1	PCBD1	ortholog_one2one
ENSG00000102103	ENSG00000102103.18	ENSMUSG00000031157	Pqbp1	PQBP1	ortholog_one2one
ENSG00000164180	ENSG00000164180.14	ENSMUSG00000035762	Tmem161b	TMEM161B	ortholog_one2one
ENSG00000137817	ENSG00000137817.17	ENSMUSG00000025237	Parp6	PARP6	ortholog_one2one
ENSG00000180611	ENSG00000180611.7	ENSMUSG00000051065	Mb21d2	MB21D2	ortholog_one2one
ENSG00000213145	ENSG00000213145.10	ENSMUSG00000006360	Crip1	CRIP1	ortholog_one2one
ENSG00000255559	ENSG00000255559.1			ZNF252P-AS1	
ENSG00000179832	ENSG00000179832.18	ENSMUSG00000022558	Mroh1	MROH1	ortholog_one2one
ENSG00000236311	ENSG00000236311.6			TLX1NB	
ENSG00000107807	ENSG00000107807.13	ENSMUSG00000025215	Tlx1	TLX1	ortholog_one2one
ENSG00000138172	ENSG00000138172.11	ENSMUSG00000033033	Calhm2	CALHM2	ortholog_one2one
ENSG00000255737	ENSG00000255737.2			AGAP2-AS1	
ENSG00000135452	ENSG00000135452.10	ENSMUSG00000006736	Tspan31	TSPAN31	ortholog_one2one
ENSG00000129159	ENSG00000129159.9	ENSMUSG00000058975	Kcnc1	KCNC1	ortholog_one2one
ENSG00000180329	ENSG00000180329.14	ENSMUSG00000020925	Ccdc43	CCDC43	ortholog_one2one
ENSG00000183128	ENSG00000183128.7	ENSMUSG00000094219	Calhm3	CALHM3	ortholog_one2one
ENSG00000188566	ENSG00000188566.15	ENSMUSG00000006471	Ndor1	NDOR1	ortholog_one2one
ENSG00000161692	ENSG00000161692.18			DBF4B	
ENSG00000075239	ENSG00000075239.14	ENSMUSG00000032047	Acat1	ACAT1	ortholog_one2one
ENSG00000135446	ENSG00000135446.17	ENSMUSG00000006728	Cdk4	CDK4	ortholog_one2one
ENSG00000185798	ENSG00000185798.8	ENSMUSG00000022787	Wdr53	WDR53	ortholog_one2one
ENSG00000051108	ENSG00000051108.15	ENSMUSG00000031770	Herpud1	HERPUD1	ortholog_one2one
ENSG00000183092	ENSG00000183092.18	ENSMUSG00000040867	Begain	BEGAIN	ortholog_one2one
ENSG00000188001	ENSG00000188001.10	ENSMUSG00000048399	Tprg	TPRG1	ortholog_one2one
ENSG00000073670	ENSG00000073670.14	ENSMUSG00000020926	Adam11	ADAM11	ortholog_one2one
ENSG00000197106	ENSG00000197106.7	ENSMUSG00000027894	Slc6a17	SLC6A17	ortholog_one2one
ENSG00000102100	ENSG00000102100.16	ENSMUSG00000031156	Slc35a2	SLC35A2	ortholog_one2one
ENSG00000115020	ENSG00000115020.17	ENSMUSG00000025949	Pikfyve	PIKFYVE	ortholog_one2one
ENSG00000178078	ENSG00000178078.12	ENSMUSG00000038781	Stap2	STAP2	ortholog_one2one
ENSG00000071246	ENSG00000071246.11	ENSMUSG00000021256	Vash1	VASH1	ortholog_one2one
ENSG00000182197	ENSG00000182197.13	ENSMUSG00000061731	Ext1	EXT1	ortholog_one2one
ENSG00000155545	ENSG00000155545.20	ENSMUSG00000032727	Mier3	MIER3	ortholog_one2one
ENSG00000037897	ENSG00000037897.17	ENSMUSG00000006732	Mettl1	METTL1	ortholog_one2one
ENSG00000078814	ENSG00000078814.19	ENSMUSG00000074652	Myh7b	MYH7B	ortholog_one2one
ENSG00000076043	ENSG00000076043.11	ENSMUSG00000032026	Rexo2	REXO2	ortholog_one2one
ENSG00000013523	ENSG00000013523.11	ENSMUSG00000021257	Angel1	ANGEL1	ortholog_one2one
ENSG00000236508	ENSG00000236508.1			ATP13A5-AS1	
ENSG00000163960	ENSG00000163960.12	ENSMUSG00000053774	Ubxn7	UBXN7	ortholog_one2one
ENSG00000185946	ENSG00000185946.16	ENSMUSG00000027981	Rnpc3	RNPC3	ortholog_one2one
ENSG00000178234	ENSG00000178234.13	ENSMUSG00000038072	Galnt11	GALNT11	ortholog_one2one
ENSG00000104643	ENSG00000104643.10	ENSMUSG00000035078	Mtmr9	MTMR9	ortholog_one2one
ENSG00000119669	ENSG00000119669.5	ENSMUSG00000034168	Irf2bpl	IRF2BPL	ortholog_one2one
ENSG00000123297	ENSG00000123297.20	ENSMUSG00000040521	Tsfm	TSFM	ortholog_one2one
ENSG00000182963	ENSG00000182963.11	ENSMUSG00000034520	Gjc1	GJC1	ortholog_one2one
ENSG00000204673	ENSG00000204673.11	ENSMUSG00000011096	Akt1s1	AKT1S1	ortholog_one2one
ENSG00000181092	ENSG00000181092.10	ENSMUSG00000022878	Adipoq	ADIPOQ	ortholog_one2one
ENSG00000196090	ENSG00000196090.14	ENSMUSG00000053141	Ptprt	PTPRT	ortholog_one2one
ENSG00000131097	ENSG00000131097.7	ENSMUSG00000020928	Higd1b	HIGD1B	ortholog_one2one
ENSG00000127249	ENSG00000127249.15	ENSMUSG00000038094	Atp13a4	ATP13A4	ortholog_one2one
ENSG00000177710	ENSG00000177710.6	ENSMUSG00000018776	Slc35g3	SLC35G5	ortholog_one2many
ENSG00000162627	ENSG00000162627.17	ENSMUSG00000028007	Snx7	SNX7	ortholog_one2one
ENSG00000087237	ENSG00000087237.12			CETP	
ENSG00000108883	ENSG00000108883.13	ENSMUSG00000020929	Eftud2	EFTUD2	ortholog_one2one
ENSG00000166165	ENSG00000166165.14	ENSMUSG00000001270	Ckb	CKB	ortholog_one2one
ENSG00000261455	ENSG00000261455.1			LINC01003	
ENSG00000160917	ENSG00000160917.15	ENSMUSG00000029625	Cpsf4	CPSF4	ortholog_one2one
ENSG00000100170	ENSG00000100170.10	ENSMUSG00000011034	Slc5a1	SLC5A1	ortholog_one2one
ENSG00000130733	ENSG00000130733.11	ENSMUSG00000032182	Yipf2	YIPF2	ortholog_one2one
ENSG00000162695	ENSG00000162695.12	ENSMUSG00000054414	Slc30a7	SLC30A7	ortholog_one2one
ENSG00000174453	ENSG00000174453.10	ENSMUSG00000045648	Vwc2l	VWC2L	ortholog_one2one
ENSG00000165805	ENSG00000165805.10	ENSMUSG00000056912	1700017N19Rik	C12orf50	ortholog_one2one
ENSG00000182372	ENSG00000182372.10	ENSMUSG00000026317	Cln8	CLN8	ortholog_one2one
ENSG00000100225	ENSG00000100225.18	ENSMUSG00000001786	Fbxo7	FBXO7	ortholog_one2one
ENSG00000137648	ENSG00000137648.19	ENSMUSG00000032091	Tmprss4	TMPRSS4	ortholog_one2one
ENSG00000101294	ENSG00000101294.19	ENSMUSG00000019188	H13	HM13	ortholog_one2one
ENSG00000115109	ENSG00000115109.14	ENSMUSG00000026383	Epb41l5	EPB41L5	ortholog_one2one
ENSG00000140488	ENSG00000140488.16	ENSMUSG00000032297	Celf6	CELF6	ortholog_one2one
ENSG00000134247	ENSG00000134247.10	ENSMUSG00000027864	Ptgfrn	PTGFRN	ortholog_one2one
ENSG00000239508	ENSG00000239508.1			PLCH1-AS1	
ENSG00000133641	ENSG00000133641.18	ENSMUSG00000046567	4930430F08Rik	C12orf29	ortholog_one2one
ENSG00000205835	ENSG00000205835.9	ENSMUSG00000068428	Gmnc	GMNC	ortholog_one2one
ENSG00000283239	ENSG00000283239.1			KBTBD11-OT1	
ENSG00000184304	ENSG00000184304.17	ENSMUSG00000002688	Prkd1	PRKD1	ortholog_one2one
ENSG00000068308	ENSG00000068308.15	ENSMUSG00000031154	Otud5	OTUD5	ortholog_one2one
ENSG00000214097	ENSG00000214097.5	ENSMUSG00000046345	Smco1	SMCO1	ortholog_one2one
ENSG00000162664	ENSG00000162664.17	ENSMUSG00000029290	Zfp326	ZNF326	ortholog_one2one
ENSG00000104728	ENSG00000104728.16	ENSMUSG00000071176	Arhgef10	ARHGEF10	ortholog_one2one
ENSG00000100234	ENSG00000100234.12	ENSMUSG00000020044	Timp3	TIMP3	ortholog_one2one
ENSG00000244405	ENSG00000244405.8	ENSMUSG00000013089	Etv5	ETV5	ortholog_one2one
ENSG00000140848	ENSG00000140848.17	ENSMUSG00000034361	Cpne2	CPNE2	ortholog_one2one
ENSG00000185666	ENSG00000185666.16	ENSMUSG00000059602	Syn3	SYN3	ortholog_one2one
ENSG00000158113	ENSG00000158113.13	ENSMUSG00000063409	Lrrc43	LRRC43	ortholog_one2one
ENSG00000179361	ENSG00000179361.18	ENSMUSG00000004661	Arid3b	ARID3B	ortholog_one2one
ENSG00000134253	ENSG00000134253.10	ENSMUSG00000033233	Trim45	TRIM45	ortholog_one2one
ENSG00000153113	ENSG00000153113.24	ENSMUSG00000021585	Cast	CAST	ortholog_one2one
ENSG00000198556	ENSG00000198556.14			ZNF789	
ENSG00000211448	ENSG00000211448.14	ENSMUSG00000007682	Dio2	DIO2	ortholog_one2one
ENSG00000204671	ENSG00000204671.2	ENSMUSG00000029437	Il31	IL31	ortholog_one2one
ENSG00000093000	ENSG00000093000.19	ENSMUSG00000016619	Nup50	NUP50	ortholog_one2many
ENSG00000093000	ENSG00000093000.19	ENSMUSG00000072878	Nup50l	NUP50	ortholog_one2many
ENSG00000176383	ENSG00000176383.9	ENSMUSG00000029431	B3gnt4	B3GNT4	ortholog_one2one
ENSG00000266964	ENSG00000266964.6	ENSMUSG00000036570	Fxyd1	FXYD1	ortholog_one2one
ENSG00000102057	ENSG00000102057.10	ENSMUSG00000009731	Kcnd1	KCND1	ortholog_one2one
ENSG00000139970	ENSG00000139970.18	ENSMUSG00000021087	Rtn1	RTN1	ortholog_one2one
ENSG00000160908	ENSG00000160908.15	ENSMUSG00000029627	Zkscan14	ZNF394	ortholog_one2one
ENSG00000174928	ENSG00000174928.16	ENSMUSG00000048581	E130311K13Rik	C3orf33	ortholog_one2one
ENSG00000067445	ENSG00000067445.22	ENSMUSG00000025272	Tro	TRO	ortholog_one2one
ENSG00000102931	ENSG00000102931.8	ENSMUSG00000031776	Arl2bp	ARL2BP	ortholog_one2one
ENSG00000221909	ENSG00000221909.3			FAM200A	
ENSG00000273540	ENSG00000273540.5	ENSMUSG00000025754	Agbl1	AGBL1	ortholog_one2one
ENSG00000181467	ENSG00000181467.5	ENSMUSG00000036894	Rap2b	RAP2B	ortholog_one2one
ENSG00000186185	ENSG00000186185.14	ENSMUSG00000051378	Kif18b	KIF18B	ortholog_one2one
ENSG00000198765	ENSG00000198765.12	ENSMUSG00000027855	Sycp1	SYCP1	ortholog_one2one
ENSG00000128872	ENSG00000128872.10	ENSMUSG00000032186	Tmod2	TMOD2	ortholog_one2one
ENSG00000100526	ENSG00000100526.21	ENSMUSG00000037628	Cdkn3	CDKN3	ortholog_one2one
ENSG00000130638	ENSG00000130638.18	ENSMUSG00000016541	Atxn10	ATXN10	ortholog_one2one
ENSG00000163898	ENSG00000163898.10	ENSMUSG00000044626	Liph	LIPH	ortholog_one2one
ENSG00000136732	ENSG00000136732.16	ENSMUSG00000090523	Gypc	GYPC	ortholog_one2one
ENSG00000235590	ENSG00000235590.9			GNAS-AS1	
ENSG00000131094	ENSG00000131094.4	ENSMUSG00000045532	C1ql1	C1QL1	ortholog_one2one
ENSG00000166130	ENSG00000166130.15	ENSMUSG00000019975	Ikbip	IKBIP	ortholog_one2one
ENSG00000151834	ENSG00000151834.16	ENSMUSG00000000560	Gabra2	GABRA2	ortholog_one2one
ENSG00000173762	ENSG00000173762.8	ENSMUSG00000025163	Cd7	CD7	ortholog_one2one
ENSG00000253696	ENSG00000253696.2			KBTBD11-OT1	
ENSG00000087460	ENSG00000087460.29	ENSMUSG00000027523	Gnas	GNAS	ortholog_one2one
ENSG00000176595	ENSG00000176595.4	ENSMUSG00000055675	Kbtbd11	KBTBD11	ortholog_one2one
ENSG00000198258	ENSG00000198258.11	ENSMUSG00000113489	Ubl5b	UBL5	ortholog_one2many
ENSG00000198258	ENSG00000198258.11	ENSMUSG00000113951	Ubl5c	UBL5	ortholog_one2many
ENSG00000198258	ENSG00000198258.11	ENSMUSG00000084786	Ubl5	UBL5	ortholog_one2many
ENSG00000036448	ENSG00000036448.10	ENSMUSG00000031461	Myom2	MYOM2	ortholog_one2one
ENSG00000120802	ENSG00000120802.14			TMPO	
ENSG00000122375	ENSG00000122375.13	ENSMUSG00000021799	Opn4	OPN4	ortholog_one2one
ENSG00000128973	ENSG00000128973.13	ENSMUSG00000032245	Cln6	CLN6	ortholog_one2one
ENSG00000176171	ENSG00000176171.12	ENSMUSG00000078566	Bnip3	BNIP3	ortholog_one2one
ENSG00000163577	ENSG00000163577.8	ENSMUSG00000050192	Eif5a2	EIF5A2	ortholog_one2one
ENSG00000287151	ENSG00000287151.1			C2orf27A	
ENSG00000188064	ENSG00000188064.10	ENSMUSG00000022382	Wnt7b	WNT7B	ortholog_one2one
ENSG00000237172	ENSG00000237172.4	ENSMUSG00000069920	B3gnt9	B3GNT9	ortholog_one2one
ENSG00000143398	ENSG00000143398.20	ENSMUSG00000028126	Pip5k1a	PIP5K1A	ortholog_one2one
ENSG00000102871	ENSG00000102871.16	ENSMUSG00000031887	Tradd	TRADD	ortholog_one2one
ENSG00000141574	ENSG00000141574.8	ENSMUSG00000025165	Sectm1a	SECTM1	ortholog_one2many
ENSG00000141574	ENSG00000141574.8	ENSMUSG00000039364	Sectm1b	SECTM1	ortholog_one2many
ENSG00000154252	ENSG00000154252.12	ENSMUSG00000093805	Gal3st2b	GAL3ST2	ortholog_one2many
ENSG00000154252	ENSG00000154252.12	ENSMUSG00000094651	Gal3st2	GAL3ST2	ortholog_one2many
ENSG00000154252	ENSG00000154252.12	ENSMUSG00000073608	Gal3st2c	GAL3ST2	ortholog_one2many
ENSG00000072958	ENSG00000072958.9	ENSMUSG00000003033	Ap1m1	AP1M1	ortholog_one2one
ENSG00000130649	ENSG00000130649.10	ENSMUSG00000025479	Cyp2e1	CYP2E1	ortholog_one2one
ENSG00000128383	ENSG00000128383.14			APOBEC3A	
ENSG00000242522	ENSG00000242522.1			KLHL6-AS1	
ENSG00000135722	ENSG00000135722.9	ENSMUSG00000033313	Fbxl8	FBXL8	ortholog_one2one
ENSG00000153283	ENSG00000153283.13	ENSMUSG00000022657	Cd96	CD96	ortholog_one2one
ENSG00000149573	ENSG00000149573.9	ENSMUSG00000032092	Mpzl2	MPZL2	ortholog_one2one
ENSG00000186575	ENSG00000186575.19	ENSMUSG00000009073	Nf2	NF2	ortholog_one2one
ENSG00000115221	ENSG00000115221.12	ENSMUSG00000026971	Itgb6	ITGB6	ortholog_one2one
ENSG00000197037	ENSG00000197037.11	ENSMUSG00000070420	Zscan25	ZSCAN25	ortholog_one2one
ENSG00000110195	ENSG00000110195.14	ENSMUSG00000001827	Folr1	FOLR1	ortholog_one2one
ENSG00000139194	ENSG00000139194.8			RBP5	
ENSG00000181396	ENSG00000181396.13	ENSMUSG00000025169	Ogfod3	OGFOD3	ortholog_one2one
ENSG00000076554	ENSG00000076554.16	ENSMUSG00000027506	Tpd52	TPD52	ortholog_one2one
ENSG00000139182	ENSG00000139182.15	ENSMUSG00000008153	Clstn3	CLSTN3	ortholog_one2one
ENSG00000135334	ENSG00000135334.9	ENSMUSG00000028291	Akirin2	AKIRIN2	ortholog_one2one
ENSG00000179044	ENSG00000179044.16	ENSMUSG00000043251	Exoc3l	EXOC3L1	ortholog_one2one
ENSG00000160870	ENSG00000160870.15	ENSMUSG00000075552	Cyp3a41b	CYP3A7	ortholog_many2many
ENSG00000160870	ENSG00000160870.15	ENSMUSG00000056035	Cyp3a11	CYP3A7	ortholog_many2many
ENSG00000160870	ENSG00000160870.15	ENSMUSG00000029727	Cyp3a13	CYP3A7	ortholog_many2many
ENSG00000160870	ENSG00000160870.15	ENSMUSG00000029630	Cyp3a25	CYP3A7	ortholog_many2many
ENSG00000160870	ENSG00000160870.15	ENSMUSG00000054417	Cyp3a44	CYP3A7	ortholog_many2many
ENSG00000160870	ENSG00000160870.15	ENSMUSG00000070419	Cyp3a57	CYP3A7	ortholog_many2many
ENSG00000160870	ENSG00000160870.15	ENSMUSG00000075551	Cyp3a41a	CYP3A7	ortholog_many2many
ENSG00000160870	ENSG00000160870.15	ENSMUSG00000061292	Cyp3a59	CYP3A7	ortholog_many2many
ENSG00000160870	ENSG00000160870.15	ENSMUSG00000038656	Cyp3a16	CYP3A7	ortholog_many2many
ENSG00000128050	ENSG00000128050.9	ENSMUSG00000029247	Paics	PAICS	ortholog_one2one
ENSG00000118434	ENSG00000118434.9	ENSMUSG00000028264	Spaca1	SPACA1	ortholog_one2one
ENSG00000203772	ENSG00000203772.8	ENSMUSG00000045733	Sprn	SPRN	ortholog_one2one
ENSG00000178997	ENSG00000178997.12	ENSMUSG00000048647	Exd1	EXD1	ortholog_one2one
ENSG00000163714	ENSG00000163714.18	ENSMUSG00000032407	U2surp	U2SURP	ortholog_one2one
ENSG00000135336	ENSG00000135336.16	ENSMUSG00000040044	Orc3	ORC3	ortholog_one2one
ENSG00000179774	ENSG00000179774.9	ENSMUSG00000036816	Atoh7	ATOH7	ortholog_one2one
ENSG00000176402	ENSG00000176402.6	ENSMUSG00000056966	Gjc3	GJC3	ortholog_one2one
ENSG00000108187	ENSG00000108187.16	ENSMUSG00000112129	Pbld1	PBLD	ortholog_one2many
ENSG00000108187	ENSG00000108187.16	ENSMUSG00000020072	Pbld2	PBLD	ortholog_one2many
ENSG00000087053	ENSG00000087053.20	ENSMUSG00000031918	Mtmr2	MTMR2	ortholog_one2one
ENSG00000115268	ENSG00000115268.10	ENSMUSG00000063457	Rps15	RPS15	ortholog_one2one
ENSG00000174469	ENSG00000174469.23	ENSMUSG00000039419	Cntnap2	CNTNAP2	ortholog_one2one
ENSG00000196505	ENSG00000196505.11	ENSMUSG00000027865	Gdap2	GDAP2	ortholog_one2one
ENSG00000205250	ENSG00000205250.9	ENSMUSG00000014859	E2f4	E2F4	ortholog_one2one
ENSG00000100852	ENSG00000100852.14	ENSMUSG00000035133	Arhgap5	ARHGAP5	ortholog_one2one
ENSG00000125409	ENSG00000125409.13	ENSMUSG00000042189	Tekt3	TEKT3	ortholog_one2one
ENSG00000137871	ENSG00000137871.21	ENSMUSG00000038535	Zfp280d	ZNF280D	ortholog_one2one
ENSG00000096746	ENSG00000096746.18	ENSMUSG00000020069	Hnrnph3	HNRNPH3	ortholog_one2one
ENSG00000177300	ENSG00000177300.7			CLDN22	
ENSG00000197057	ENSG00000197057.10	ENSMUSG00000090326	Dthd1	DTHD1	ortholog_one2one
ENSG00000102890	ENSG00000102890.16	ENSMUSG00000014791	Elmo3	ELMO3	ortholog_one2one
ENSG00000065183	ENSG00000065183.16	ENSMUSG00000033285	Wdr3	WDR3	ortholog_one2one
ENSG00000007255	ENSG00000007255.10	ENSMUSG00000002043	Trappc6a	TRAPPC6A	ortholog_one2one
ENSG00000165795	ENSG00000165795.25	ENSMUSG00000004558	Ndrg2	NDRG2	ortholog_one2one
ENSG00000086717	ENSG00000086717.19	ENSMUSG00000062168	Ppef1	PPEF1	ortholog_one2one
ENSG00000166268	ENSG00000166268.11	ENSMUSG00000034057	Myrfl	MYRFL	ortholog_one2one
ENSG00000075407	ENSG00000075407.19			ZNF37A	
ENSG00000109099	ENSG00000109099.16	ENSMUSG00000018217	Pmp22	PMP22	ortholog_one2one
ENSG00000136868	ENSG00000136868.11	ENSMUSG00000066150	Slc31a1	SLC31A1	ortholog_one2one
ENSG00000168743	ENSG00000168743.13	ENSMUSG00000040998	Npnt	NPNT	ortholog_one2one
ENSG00000176386	ENSG00000176386.9	ENSMUSG00000066149	Cdc26	CDC26	ortholog_one2one
ENSG00000168092	ENSG00000168092.14	ENSMUSG00000003131	Pafah1b2	PAFAH1B2	ortholog_one2one
ENSG00000137261	ENSG00000137261.15	ENSMUSG00000006711	D130043K22Rik	KIAA0319	ortholog_one2one
ENSG00000136875	ENSG00000136875.13	ENSMUSG00000066148	Prpf4	PRPF4	ortholog_one2one
ENSG00000163393	ENSG00000163393.13	ENSMUSG00000033147	Slc22a15	SLC22A15	ortholog_one2one
ENSG00000199370	ENSG00000199370.2			U3	
ENSG00000168661	ENSG00000168661.15			ZNF30	
ENSG00000075073	ENSG00000075073.16	ENSMUSG00000020081	Tacr2	TACR2	ortholog_one2one
ENSG00000177679	ENSG00000177679.16	ENSMUSG00000039860	Srrm3	SRRM3	ortholog_one2one
ENSG00000135643	ENSG00000135643.5	ENSMUSG00000054934	Kcnmb4	KCNMB4	ortholog_one2one
ENSG00000108175	ENSG00000108175.19	ENSMUSG00000007817	Zmiz1	ZMIZ1	ortholog_one2one
ENSG00000168530	ENSG00000168530.16	ENSMUSG00000061816	Myl1	MYL1	ortholog_one2one
ENSG00000168701	ENSG00000168701.19	ENSMUSG00000014856	Tmem208	TMEM208	ortholog_one2one
ENSG00000163156	ENSG00000163156.12	ENSMUSG00000092607	Scnm1	SCNM1	ortholog_one2one
ENSG00000175899	ENSG00000175899.15	ENSMUSG00000030111	A2m	A2M	ortholog_one2one
ENSG00000185697	ENSG00000185697.17	ENSMUSG00000025912	Mybl1	MYBL1	ortholog_one2one
ENSG00000170027	ENSG00000170027.7	ENSMUSG00000051391	Ywhag	YWHAG	ortholog_one2one
ENSG00000149591	ENSG00000149591.17	ENSMUSG00000032085	Tagln	TAGLN	ortholog_one2one
ENSG00000197746	ENSG00000197746.15	ENSMUSG00000004207	Psap	PSAP	ortholog_one2one
ENSG00000188372	ENSG00000188372.15	ENSMUSG00000004948	Zp3	ZP3	ortholog_one2many
ENSG00000135723	ENSG00000135723.14	ENSMUSG00000014778	Fhod1	FHOD1	ortholog_one2one
ENSG00000165188	ENSG00000165188.14	ENSMUSG00000063851	Rnf183	RNF183	ortholog_one2one
ENSG00000153107	ENSG00000153107.13	ENSMUSG00000014355	Anapc1	ANAPC1	ortholog_one2one
ENSG00000143631	ENSG00000143631.11	ENSMUSG00000102439	Flg	FLG	ortholog_one2one
ENSG00000213096	ENSG00000213096.11			ZNF254	
ENSG00000237975	ENSG00000237975.7			FLG-AS1	
ENSG00000119411	ENSG00000119411.11	ENSMUSG00000028392	Bspry	BSPRY	ortholog_one2one
ENSG00000067992	ENSG00000067992.17	ENSMUSG00000035232	Pdk3	PDK3	ortholog_one2one
ENSG00000119431	ENSG00000119431.10	ENSMUSG00000038422	Hdhd3	HDHD3	ortholog_one2one
ENSG00000112312	ENSG00000112312.10	ENSMUSG00000006715	Gmnn	GMNN	ortholog_one2one
ENSG00000148218	ENSG00000148218.16	ENSMUSG00000028393	Alad	ALAD	ortholog_one2one
ENSG00000137875	ENSG00000137875.4			BCL2L10	
ENSG00000196724	ENSG00000196724.13	ENSMUSG00000000103	Zfy2	ZNF418	ortholog_many2many
ENSG00000196724	ENSG00000196724.13	ENSMUSG00000053211	Zfy1	ZNF418	ortholog_many2many
ENSG00000106211	ENSG00000106211.10	ENSMUSG00000004951	Hspb1	HSPB1	ortholog_one2one
ENSG00000069869	ENSG00000069869.17	ENSMUSG00000032216	Nedd4	NEDD4	ortholog_one2one
ENSG00000126947	ENSG00000126947.13	ENSMUSG00000033460	Armcx1	ARMCX1	ortholog_one2one
ENSG00000120896	ENSG00000120896.14	ENSMUSG00000022091	Sorbs3	SORBS3	ortholog_one2one
ENSG00000167257	ENSG00000167257.11	ENSMUSG00000042790	Rnf214	RNF214	ortholog_one2one
ENSG00000198960	ENSG00000198960.11	ENSMUSG00000050394	Armcx6	ARMCX6	ortholog_one2one
ENSG00000197951	ENSG00000197951.10			ZNF71	
ENSG00000281710	ENSG00000281710.1	ENSMUSG00000077403	Gm25419	U3	ortholog_many2many
ENSG00000281710	ENSG00000281710.1	ENSMUSG00000119079	Gm24949	U3	ortholog_many2many
ENSG00000281710	ENSG00000281710.1	ENSMUSG00000065883	Snord3b-ps2	U3	ortholog_many2many
ENSG00000202268	ENSG00000202268.2			U3	
ENSG00000200222	ENSG00000200222.2			U3	
ENSG00000171827	ENSG00000171827.11	ENSMUSG00000037001	Zfp39	ZNF570	ortholog_one2one
ENSG00000102401	ENSG00000102401.20	ENSMUSG00000049047	Armcx3	ARMCX3	ortholog_one2one
ENSG00000135740	ENSG00000135740.17	ENSMUSG00000014786	Slc9a5	SLC9A5	ortholog_one2one
ENSG00000079335	ENSG00000079335.20	ENSMUSG00000033502	Cdc14a	CDC14A	ortholog_one2one
ENSG00000212598	ENSG00000212598.2			U3	
ENSG00000148229	ENSG00000148229.13	ENSMUSG00000028394	Pole3	POLE3	ortholog_one2one
ENSG00000221633	ENSG00000221633.2			U3	
ENSG00000228223	ENSG00000228223.3			HCG11	
